probe_set	wt_a	wt_b	wt_c	ko_a	ko_b	ko_c	fold_change
Pp1s8_74V2	565	515	603	657	537	544	1,03
Pp1s8_74V6	3859	3761	4904	4151	4462	4751	1,07
Pp1s8_75V6	44	46	101	41	32	65	-1,38
Pp1s8_78V6	96	210	209	171	215	167	1,07
Pp1s8_79V6	1231	1303	1139	1881	2120	1761	1,57
Pp1s8_80V6	4207	3648	4527	3830	3809	3557	-1,11
Pp1s8_81V6	4885	4752	5298	4482	4700	4500	-1,09
Pp1s8_84V6	5415	4735	6238	5996	5450	4852	-1,01
Pp1s8_85V6	37	71	40	35	31	24	-1,64
Pp1s8_86V6	5812	6416	5307	5501	5458	5441	-1,07
Pp1s8_87V6	5175	4720	4563	5158	5567	3672	-1
Pp1s8_88V6	3953	3552	4360	5010	4634	3807	1,13
Pp1s8_89V6	65	54	46	35	148	155	2,05
Pp1s8_91V6	37	39	52	59	41	44	1,13
Pp1s8_95V6	636	769	627	755	533	564	-1,1
Pp1s8_9V6	4605	4833	4085	4000	4682	3871	-1,08
Pp1s9014_1V6	54	42	69	66	45	35	-1,13
Pp1s9045_2V6	69	50	80	67	52	134	1,27
Pp1s9067_2V6	89	69	48	41	32	47	-1,72
Pp1s9092_1V6	54	84	72	51	36	39	-1,67
Pp1s90_100V6	6769	7180	6479	7752	6522	5560	-1,03
Pp1s90_101V6	1817	2109	2600	2157	1922	2130	-1,05
Pp1s90_103V6	2410	2100	2615	2033	1842	1912	-1,23
Pp1s90_109V6	73	39	40	41	52	48	-1,08
Pp1s90_110V6	8680	9752	9853	10649	11172	11833	1,19
Pp1s90_111V6	2298	2639	2411	3438	3408	3778	1,45
Pp1s90_113V6	2809	2546	2601	3612	3583	3434	1,34
Pp1s90_114V6	1840	1893	1930	2140	2682	2152	1,23
Pp1s90_118V6	7635	6242	6177	7068	7051	6410	1,02
Pp1s90_119V6	118	243	149	113	223	100	-1,17
Pp1s90_121V6	517	751	579	560	551	705	-1,02
Pp1s90_122V6	1395	2007	2240	2593	2788	2264	1,36
Pp1s90_123V6	376	589	536	596	555	680	1,22
Pp1s90_129V6	109	215	92	212	229	180	1,49
Pp1s90_12V6	222	298	370	334	184	346	-1,03
Pp1s90_132V6	177	410	959	281	255	202	-2,09
Pp1s90_133V6	14352	13659	11878	14213	13727	13549	1,04
Pp1s90_134V6	4475	5362	3609	3081	3428	4133	-1,26
Pp1s90_136V6	449	420	558	473	649	554	1,17
Pp1s90_137V6	1142	1647	1155	1516	1264	1535	1,09
Pp1s90_139V6	3824	3720	4167	4130	3756	4010	1,02
Pp1s90_13V6	7373	6487	6076	4770	3798	4793	-1,49
Pp1s90_140V6	2991	3680	3194	2564	2775	2488	-1,26
Pp1s90_144V6	833	945	810	529	735	721	-1,3
Pp1s90_146V6	2057	2268	2457	2233	2335	2673	1,07
Pp1s90_147V6	11943	12850	10750	14023	14987	13681	1,2
Pp1s90_14V6	37	31	46	52	39	103	1,7
Pp1s90_152V6	11497	12629	11951	12503	11865	12327	1,02
Pp1s90_153V6	1344	1321	1397	1649	1328	1326	1,06
Pp1s90_155V6	7333	6659	6325	6864	5947	6771	-1,04
Pp1s90_156V6	32	41	49	54	60	52	1,36
Pp1s90_157V6	44	75	54	44	63	93	1,16
Pp1s90_158V6	1141	1192	1604	1055	910	1088	-1,29
Pp1s90_15V6	37	32	42	40	34	28	-1,09
Pp1s90_160V6	4397	4357	3942	3925	4418	4729	1,03
Pp1s90_162V6	454	636	324	794	765	873	1,72
Pp1s90_164V6	48	43	62	43	46	65	1,01
Pp1s90_165V6	60	27	54	33	38	51	-1,16
Pp1s90_166V6	57	36	40	37	53	31	-1,1
Pp1s90_168V6	39	72	155	26	86	82	-1,37
Pp1s90_171V6	3420	2252	2904	3448	3487	3608	1,23
Pp1s90_172V6	5875	4922	5766	5283	5908	5520	1,01
Pp1s90_173V6	48	43	107	49	48	62	-1,25
Pp1s90_174V6	934	883	574	574	758	819	-1,11
Pp1s90_176V6	55	35	54	48	36	39	-1,17
Pp1s90_180V6	7515	7120	6943	6869	6364	7212	-1,06
Pp1s90_181V6	44	50	42	25	27	64	-1,17
Pp1s90_183V6	46	50	42	48	52	43	1,04
Pp1s90_184V6	5071	5510	5140	8028	8105	6002	1,41
Pp1s90_188V6	49	27	33	40	62	32	1,23
Pp1s90_192V6	4801	4523	4716	5446	5068	4903	1,1
Pp1s90_193V6	67	44	44	31	30	34	-1,63
Pp1s90_194V6	1181	1455	1959	1888	1496	1287	1,02
Pp1s90_196V6	902	800	1258	664	737	917	-1,28
Pp1s90_198V6	39	46	66	57	51	51	1,05
Pp1s90_1V6	2053	1911	1999	1714	1846	1884	-1,1
Pp1s90_202V2	2564	1785	3212	3687	3183	2513	1,24
Pp1s90_202V6	1749	1513	1901	3090	2479	1515	1,37
Pp1s90_203V6	27	51	28	31	35	31	-1,09
Pp1s90_208V6	53	57	33	75	89	55	1,53
Pp1s90_209V6	127	45	66	118	91	41	1,05
Pp1s90_210V6	1848	1738	1247	1433	1276	1287	-1,21
Pp1s90_211V6	44	68	53	31	35	46	-1,47
Pp1s90_212V6	43	32	61	42	64	43	1,1
Pp1s90_214V6	66	35	39	47	40	30	-1,2
Pp1s90_215V6	2497	2580	2352	3136	3162	2973	1,25
Pp1s90_218V6	39	318	88	24	53	69	-3,05
Pp1s90_220V6	3454	3421	4202	3358	3628	3872	-1,02
Pp1s90_221V6	231	514	372	385	196	444	-1,09
Pp1s90_222V6	4006	4098	3878	5585	4845	4705	1,26
Pp1s90_223V6	4752	3487	3637	3911	4462	3904	1,03
Pp1s90_225V6	5843	6315	6508	7458	6717	6451	1,11
Pp1s90_226V6	4597	5348	5715	6218	6207	6560	1,21
Pp1s90_229V6	36	40	31	59	48	33	1,31
Pp1s90_22V6	53	58	71	37	117	42	1,08
Pp1s90_234V6	372	159	171	177	146	292	-1,14
Pp1s90_238V6	5564	5127	5742	5984	5945	5669	1,07
Pp1s90_239V6	39	43	31	39	35	30	-1,09
Pp1s90_23V6	18719	18342	17788	19296	18546	17125	1
Pp1s90_240V6	1561	1074	1441	1827	2213	1418	1,34
Pp1s90_242V6	147	300	166	125	186	191	-1,22
Pp1s90_243V6	991	986	934	1157	1109	1192	1,19
Pp1s90_244V6	4374	3319	3950	4351	4556	3958	1,1
Pp1s90_245V6	631	513	386	355	584	479	-1,08
Pp1s90_246V6	756	744	369	455	679	686	-1,03
Pp1s90_247V6	80	56	94	110	93	133	1,46
Pp1s90_24V6	1132	924	1186	1275	1215	1250	1,15
Pp1s90_25V6	2542	2778	2964	3182	3169	3462	1,18
Pp1s90_26V6	1293	1372	1209	1307	1225	1374	1,01
Pp1s90_28V6	28585	26469	26993	26801	27055	29271	1,01
Pp1s90_29V6	3131	3284	2921	2958	2953	3537	1,01
Pp1s90_2V6	12078	10874	12798	11931	12679	12230	1,03
Pp1s90_35V6	213	273	305	221	261	326	1,02
Pp1s90_36V6	90	279	78	255	165	140	1,25
Pp1s90_37V6	336	515	327	549	639	473	1,41
Pp1s90_3V6	1754	1226	1391	1613	3667	5375	2,44
Pp1s90_40V6	7361	8104	7189	8626	8706	7766	1,11
Pp1s90_44V6	8232	8518	7373	6500	6698	6151	-1,25
Pp1s90_45V6	1175	1315	1197	1627	1432	1227	1,16
Pp1s90_46V6	2454	1497	2667	2619	2603	2377	1,15
Pp1s90_48V6	37	64	53	38	38	34	-1,4
Pp1s90_49V6	29	28	44	56	27	33	1,15
Pp1s90_50V6	7657	6162	7305	8179	7573	9127	1,18
Pp1s90_51V6	1334	1318	1160	1238	1067	1081	-1,13
Pp1s90_53V6	3322	3800	3384	3563	3360	3483	-1,01
Pp1s90_54V6	2970	3280	3711	2933	2886	2987	-1,13
Pp1s90_55V6	1449	1554	1594	1724	1388	1262	-1,05
Pp1s90_56V6	1458	1594	1845	1607	1165	1073	-1,27
Pp1s90_57V6	3870	2833	3643	2479	2929	2856	-1,25
Pp1s90_59V6	882	618	1062	723	834	826	-1,08
Pp1s90_66V6	842	895	760	716	748	874	-1,07
Pp1s90_6V6	971	1171	1108	861	738	979	-1,26
Pp1s90_70V6	60	72	35	48	54	37	-1,2
Pp1s90_71V6	94	44	187	236	203	335	2,38
Pp1s90_72V6	87	47	41	40	54	52	-1,2
Pp1s90_74V6	900	899	1130	1013	948	865	-1,04
Pp1s90_77V6	1180	1236	970	932	936	1069	-1,15
Pp1s90_78V6	7000	7348	7544	5345	4690	5961	-1,37
Pp1s90_82V6	4384	3669	5291	6019	5311	6873	1,36
Pp1s90_83V2	8689	8436	9124	9508	9540	9883	1,1
Pp1s90_83V6	6159	4854	5322	5682	5132	6252	1,04
Pp1s90_85V6	3811	3955	3581	3619	3527	4122	-1,01
Pp1s90_86V6	664	644	583	614	703	824	1,13
Pp1s90_8V6	1129	1542	833	745	870	941	-1,37
Pp1s90_93V6	743	467	674	512	642	988	1,14
Pp1s90_95V6	4731	5259	4646	5622	5607	5996	1,18
Pp1s90_96V6	2878	2853	2854	2866	3088	3138	1,06
Pp1s90_97V6	107	45	53	58	48	82	-1,09
Pp1s90_98V6	1209	1062	1099	880	1383	987	-1,04
Pp1s90_9V6	895	894	975	848	815	809	-1,12
Pp1s9105_1V6	5155	4356	3634	5241	3691	2518	-1,15
Pp1s9122_1V6	34	35	55	36	34	68	1,11
Pp1s9127_1V6	43	29	69	47	46	32	-1,13
Pp1s9137_2V6	36	24	30	22	25	48	1,06
Pp1s9151_2V6	34	55	44	91	62	46	1,5
Pp1s9155_2V6	42	34	27	61	39	36	1,32
Pp1s9176_1V6	54	118	48	80	65	57	-1,09
Pp1s9180_1V6	36	32	44	35	30	37	-1,1
Pp1s91_100V6	286	352	471	432	559	472	1,32
Pp1s91_101V6	5970	6964	5452	7540	7022	7364	1,19
Pp1s91_102V6	57	67	38	47	44	73	1,01
Pp1s91_106V6	2078	2250	1617	1833	1905	2129	-1,01
Pp1s91_107V6	36726	34834	31649	34581	33026	31462	-1,04
Pp1s91_108V6	12378	11895	12894	11370	10569	11450	-1,11
Pp1s91_109V6	57	81	84	93	57	117	1,2
Pp1s91_10V6	58	53	46	42	47	33	-1,29
Pp1s91_111V6	9219	9259	8966	9258	9735	8877	1,02
Pp1s91_112V6	3786	3392	3780	4334	2945	3606	-1,01
Pp1s91_113V6	43	98	150	93	73	118	-1,02
Pp1s91_114V6	197	145	602	396	353	354	1,17
Pp1s91_116V6	8904	9478	9201	11259	11206	12998	1,29
Pp1s91_117V6	588	286	408	446	399	564	1,1
Pp1s91_11V6	150	59	144	280	218	100	1,69
Pp1s91_120V6	10445	10071	10070	8517	8740	8804	-1,17
Pp1s91_122V6	18909	19815	19563	19946	21331	21636	1,08
Pp1s91_124V6	28779	27414	25512	27139	27750	29045	1,03
Pp1s91_127V6	291	207	227	438	398	397	1,7
Pp1s91_129V6	624	722	710	666	529	632	-1,13
Pp1s91_132V6	1489	770	496	1998	1563	1465	1,82
Pp1s91_133V2	981	650	928	671	993	928	1,01
Pp1s91_133V6	710	711	667	603	897	668	1,04
Pp1s91_134V6	1815	2575	2403	2095	2589	2166	1,01
Pp1s91_135V6	930	1059	1258	1019	1010	1032	-1,06
Pp1s91_136V6	15812	15649	15002	13855	16121	15048	-1,03
Pp1s91_137V6	6773	6371	5942	7059	6990	7446	1,13
Pp1s91_138V6	41	92	37	39	62	45	-1,16
Pp1s91_139V6	91	52	38	59	32	100	1,06
Pp1s91_13V6	3224	4385	2863	2914	3413	2516	-1,18
Pp1s91_140V6	4751	5921	5225	6179	5762	6165	1,14
Pp1s91_142V6	3150	2993	3362	2741	3234	3300	-1,02
Pp1s91_143V6	4710	4685	4467	3707	3755	3638	-1,25
Pp1s91_144V6	1102	1158	1466	1562	1670	1604	1,3
Pp1s91_146V6	104	193	171	224	261	198	1,46
Pp1s91_147V6	19609	22162	20113	23421	20741	21785	1,07
Pp1s91_149V6	2313	2777	4003	3397	3187	3216	1,08
Pp1s91_14V6	86	72	90	35	71	45	-1,64
Pp1s91_150V6	8744	9448	8879	9944	10922	9506	1,12
Pp1s91_151V6	93	91	62	38	34	46	-2,08
Pp1s91_154V6	8704	9629	9976	10237	10059	7763	-1,01
Pp1s91_156V6	45	41	54	51	67	57	1,25
Pp1s91_159V6	40	25	41	30	27	31	-1,2
Pp1s91_15V6	12862	13450	14585	10373	10670	11813	-1,24
Pp1s91_165V6	1883	2150	1759	1507	1850	2291	-1,03
Pp1s91_167V6	119	313	67	209	173	130	1,03
Pp1s91_168V6	1079	1244	671	1111	864	1213	1,06
Pp1s91_16V6	26014	25412	24253	23475	22106	25666	-1,06
Pp1s91_170V6	8693	9041	9093	7722	8609	8402	-1,08
Pp1s91_171V6	57	50	46	40	34	35	-1,4
Pp1s91_172V6	53	28	68	50	59	36	-1,03
Pp1s91_180V6	2234	1860	1907	1909	1954	2353	1,04
Pp1s91_181V6	2186	1921	2589	2683	2585	2335	1,14
Pp1s91_182V6	8459	6973	8287	7756	9004	8228	1,05
Pp1s91_191V6	46	91	52	25	42	41	-1,75
Pp1s91_192V6	14577	14452	13516	16454	15752	14665	1,1
Pp1s91_195V6	2246	1216	2061	2892	2321	2368	1,37
Pp1s91_196V6	43	26	40	40	61	49	1,38
Pp1s91_198V6	50	36	45	42	26	32	-1,31
Pp1s91_19V6	1895	1687	2125	1431	1905	1356	-1,22
Pp1s91_206V6	4734	2229	6405	3499	3327	3830	-1,25
Pp1s91_215V6	697	577	593	545	1013	503	1,1
Pp1s91_219V6	13691	12987	14199	9786	10841	10249	-1,32
Pp1s91_21V6	62	61	46	100	63	107	1,6
Pp1s91_220V6	7324	7768	7977	7653	7966	7645	1,01
Pp1s91_231V6	8178	6903	7952	5825	6822	5982	-1,24
Pp1s91_233V6	941	1221	1231	1078	1006	910	-1,13
Pp1s91_234V6	3568	2966	3140	3285	2880	2521	-1,11
Pp1s91_235V6	155	476	122	165	214	121	-1,51
Pp1s91_237V6	36	33	36	47	47	79	1,65
Pp1s91_238V6	4327	4310	4336	4149	4505	4587	1,02
Pp1s91_239V6	3615	3795	4086	4087	3774	4073	1,04
Pp1s91_23V6	33	36	57	36	57	58	1,2
Pp1s91_241V6	4583	5045	5315	4720	5326	5204	1,02
Pp1s91_243V6	15534	15383	16290	16349	16859	16697	1,06
Pp1s91_247V6	29170	28302	27895	26184	26504	27665	-1,06
Pp1s91_248V6	51	42	35	30	26	28	-1,52
Pp1s91_249V6	2618	2928	2810	2785	2604	2694	-1,03
Pp1s91_24V6	784	1458	1200	1436	926	1568	1,14
Pp1s91_27V6	34152	32531	30837	31454	29664	28521	-1,09
Pp1s91_35V6	83	126	249	312	228	185	1,58
Pp1s91_36V6	126	273	239	77	113	105	-2,16
Pp1s91_37V6	4214	3905	4302	4009	5063	5037	1,14
Pp1s91_39V6	1737	1742	1800	1588	1827	1488	-1,08
Pp1s91_3V6	54	69	43	27	69	98	1,17
Pp1s91_40V6	95	57	25	42	78	59	1,01
Pp1s91_41V6	2884	3433	3391	3596	3682	3479	1,11
Pp1s91_42V6	3745	4516	3719	3882	4314	4579	1,07
Pp1s91_43V6	4890	4644	4782	4710	4866	5585	1,06
Pp1s91_44V6	32	48	46	32	31	34	-1,3
Pp1s91_45V6	30	37	32	82	62	71	2,17
Pp1s91_47V6	355	307	81	108	114	61	-2,63
Pp1s91_54V6	31	43	45	26	36	29	-1,31
Pp1s91_57V6	2209	2256	2391	2177	1999	2107	-1,09
Pp1s91_58V6	5219	5498	4767	4596	4677	4826	-1,1
Pp1s91_59V2	8681	8612	9317	10653	10127	9999	1,16
Pp1s91_59V6	8880	7501	7870	9483	10767	8469	1,18
Pp1s91_60V6	4699	5045	5049	4755	3902	4562	-1,12
Pp1s91_63V6	70	80	389	472	671	696	3,41
Pp1s91_64V6	4852	4952	5377	5508	4938	5598	1,06
Pp1s91_65V6	30	73	29	45	51	25	-1,09
Pp1s91_70V6	574	758	779	703	683	363	-1,21
Pp1s91_72V6	968	880	735	1007	710	482	-1,17
Pp1s91_74V6	4395	5099	4542	4962	4341	4350	-1,03
Pp1s91_78V6	1220	1099	1118	1327	822	1373	1,02
Pp1s91_7V6	53	33	63	24	56	62	-1,05
Pp1s91_80V6	1673	1499	1763	1821	1749	1833	1,09
Pp1s91_85V6	163	148	168	134	176	150	-1,04
Pp1s91_86V6	55	54	60	45	64	42	-1,12
Pp1s91_87V6	19225	17553	18435	21769	18372	19826	1,09
Pp1s91_88V6	21256	21510	20713	22253	20457	23456	1,04
Pp1s91_91V6	13005	12255	12627	13024	13148	14106	1,06
Pp1s91_92V6	30495	29569	34547	30379	28420	26754	-1,11
Pp1s91_93V6	1486	1444	1583	1080	1185	1354	-1,25
Pp1s91_94V6	1275	1084	1372	1359	1068	1318	1
Pp1s91_96V6	1253	979	880	865	887	1090	-1,1
Pp1s91_97V6	50	41	56	67	68	43	1,21
Pp1s91_98V6	107	271	186	184	282	199	1,18
Pp1s9201_2V6	51	71	106	68	59	40	-1,37
Pp1s9204_1V6	58	36	38	36	43	48	-1,04
Pp1s9236_1V6	36	36	55	41	29	80	1,18
Pp1s9236_2V6	56	44	96	42	54	46	-1,38
Pp1s9258_1V6	137	72	40	66	47	51	-1,52
Pp1s9268_2V6	54	37	42	40	48	48	1,02
Pp1s926_1V6	790	931	739	673	876	864	-1,02
Pp1s9273_2V6	72	83	25	51	46	46	-1,26
Pp1s9287_1V6	49	47	55	57	45	36	-1,09
Pp1s9294_1V6	37	39	32	33	56	34	1,14
Pp1s92_100V6	6020	6780	6404	6490	5975	6983	1,01
Pp1s92_101V6	3030	2858	2195	2252	2487	2939	-1,05
Pp1s92_104V6	5257	4813	5852	5714	5221	5813	1,05
Pp1s92_105V6	4850	5051	5260	4719	4445	4436	-1,11
Pp1s92_10V6	45	121	36	100	50	47	-1,03
Pp1s92_112V6	50	64	57	58	46	63	-1,02
Pp1s92_125V6	4227	6192	4687	4966	4679	4581	-1,06
Pp1s92_14V6	139	173	97	211	147	214	1,4
Pp1s92_25V6	35	28	28	29	32	35	1,05
Pp1s92_27V6	4766	4649	3780	4798	4213	4546	1,03
Pp1s92_29V6	1181	1266	1432	1616	1218	1275	1,06
Pp1s92_30V6	3125	3152	3992	3047	3182	2984	-1,11
Pp1s92_31V6	58	58	44	76	73	41	1,19
Pp1s92_33V6	8096	8129	8081	4435	4433	5837	-1,65
Pp1s92_35V6	46	39	54	73	162	74	2,22
Pp1s92_37V6	703	747	1344	798	998	591	-1,17
Pp1s92_3V6	3989	3631	3994	4026	3294	4072	-1,02
Pp1s92_41V6	167	316	187	240	258	257	1,13
Pp1s92_44V6	8154	8038	9412	8378	8748	8200	-1,01
Pp1s92_45V6	19123	17973	19328	17097	17234	15890	-1,12
Pp1s92_47V6	24087	21304	20349	24207	22788	24218	1,08
Pp1s92_48V6	45	65	54	54	39	44	-1,2
Pp1s92_53V6	7823	7507	8476	7161	7714	7677	-1,06
Pp1s92_55V6	49	68	68	37	54	58	-1,24
Pp1s92_56V6	26	28	41	24	32	28	-1,13
Pp1s92_57V6	25	46	61	51	54	45	1,14
Pp1s92_58V6	44	64	27	27	31	31	-1,52
Pp1s92_5V6	3478	3301	3720	3655	3243	3609	1
Pp1s92_60V6	42	51	52	47	36	48	-1,11
Pp1s92_62V6	3331	3014	3338	2922	3123	2550	-1,13
Pp1s92_65V6	5112	5661	4959	5758	6286	6136	1,16
Pp1s92_69V6	23	43	27	36	40	48	1,33
Pp1s92_76V6	10836	12478	10100	11927	9343	10512	-1,05
Pp1s92_7V6	1612	1819	2610	1810	1929	1744	-1,1
Pp1s92_80V6	183	74	86	87	70	84	-1,42
Pp1s92_82V6	1733	1679	1622	1112	1189	1274	-1,41
Pp1s92_84V6	1506	1443	1405	969	953	1020	-1,48
Pp1s92_87V6	1354	718	942	565	634	856	-1,47
Pp1s92_8V6	644	794	426	992	599	706	1,23
Pp1s92_91V6	1661	1742	1641	1733	1580	1997	1,05
Pp1s92_93V6	2658	2922	2492	2607	2490	2097	-1,12
Pp1s9300_1V6	60	41	45	49	89	58	1,34
Pp1s9346_1V6	26	44	25	31	46	33	1,16
Pp1s9350_2V6	61	53	32	39	38	39	-1,26
Pp1s9355_1V6	47	38	71	41	49	45	-1,16
Pp1s935_1V6	64	66	58	45	47	43	-1,39
Pp1s937_2V6	37	43	47	39	37	33	-1,17
Pp1s937_4V6	33	51	63	43	43	26	-1,31
Pp1s93_102V6	52	37	56	38	42	78	1,09
Pp1s93_105V6	48	31	77	50	58	36	-1,08
Pp1s93_107V6	36	33	28	30	26	23	-1,23
Pp1s93_108V6	38	32	35	63	47	37	1,4
Pp1s93_113V6	102	79	78	66	47	33	-1,77
Pp1s93_114V6	1774	1852	1679	1536	1454	1668	-1,14
Pp1s93_116V6	356	224	341	348	187	238	-1,19
Pp1s93_117V6	1725	1784	2065	1950	1909	1554	-1,03
Pp1s93_121V2	3599	3968	4896	4956	4970	3890	1,11
Pp1s93_121V6	4532	4170	5096	5871	6046	6374	1,33
Pp1s93_122V6	6243	7910	7725	6630	6786	6600	-1,09
Pp1s93_123V6	5335	5457	5679	5690	5469	5711	1,02
Pp1s93_125V6	43	74	136	50	53	54	-1,61
Pp1s93_126V6	17965	18044	16606	20329	19059	19982	1,13
Pp1s93_128V6	64	52	39	49	50	33	-1,17
Pp1s93_12V6	1958	2314	2582	1918	2061	2161	-1,12
Pp1s93_131V6	4803	4899	4483	3848	3728	4739	-1,15
Pp1s93_132V6	38	43	52	57	148	34	1,8
Pp1s93_135V6	46	214	35	47	36	45	-2,3
Pp1s93_136V6	12630	11624	11439	12483	11288	13157	1,03
Pp1s93_138V6	3845	4072	4592	4041	3839	3974	-1,06
Pp1s93_140V6	6010	4427	6237	6777	7601	7675	1,32
Pp1s93_141V6	46	48	29	62	30	63	1,26
Pp1s93_143V6	36	49	43	49	37	38	-1,03
Pp1s93_144V6	1843	1724	1495	1627	1405	1618	-1,09
Pp1s93_148V6	5092	4605	5109	4972	5079	4904	1,01
Pp1s93_14V6	96	40	55	61	46	72	-1,07
Pp1s93_150V6	118	51	76	47	72	89	-1,18
Pp1s93_151V6	238	200	322	246	218	261	-1,05
Pp1s93_152V6	2846	2709	3055	2081	1885	1746	-1,51
Pp1s93_153V6	61	172	34	29	38	108	-1,53
Pp1s93_154V6	79	31	39	90	48	35	1,16
Pp1s93_156V6	49	42	58	66	46	48	1,07
Pp1s93_157V6	1570	1802	1234	2042	1453	1588	1,1
Pp1s93_158V6	21512	19003	18893	22015	21013	23251	1,12
Pp1s93_159V6	85	52	83	48	43	36	-1,73
Pp1s93_15V6	118	50	112	71	75	74	-1,27
Pp1s93_161V6	10944	11023	11886	9785	9203	10482	-1,15
Pp1s93_163V6	884	1035	1521	1381	1082	1079	1,03
Pp1s93_164V6	1332	897	2109	1102	846	899	-1,52
Pp1s93_165V6	3391	3366	3103	2580	2499	2501	-1,3
Pp1s93_173V6	4261	4326	3978	1783	1859	2306	-2,11
Pp1s93_176V6	33	52	46	41	39	52	1,01
Pp1s93_177V6	3191	3303	3256	3135	3096	3200	-1,03
Pp1s93_178V6	12151	12419	12190	13072	12061	11563	-1
Pp1s93_182V6	386	545	382	413	489	370	-1,03
Pp1s93_184V6	15388	15600	15977	15817	16989	16389	1,05
Pp1s93_186V6	22	57	36	26	31	33	-1,28
Pp1s93_188V6	86	59	109	68	65	71	-1,25
Pp1s93_18V6	1788	2300	1902	1767	2038	1966	-1,04
Pp1s93_190V6	43	51	46	89	49	53	1,36
Pp1s93_191V6	315	282	442	288	612	434	1,28
Pp1s93_192V6	1792	1530	1707	2052	1638	2031	1,14
Pp1s93_22V6	52	30	43	43	41	46	1,04
Pp1s93_26V6	8654	8997	11297	10306	9836	8870	1
Pp1s93_2V6	45	28	43	35	48	35	1,02
Pp1s93_30V6	104	42	44	49	32	60	-1,35
Pp1s93_31V6	47	43	70	68	42	31	-1,13
Pp1s93_32V6	285	212	118	211	145	298	1,06
Pp1s93_33V6	5996	6881	5889	6441	6735	7201	1,09
Pp1s93_45V6	2838	3570	3221	2476	2385	2641	-1,28
Pp1s93_47V6	46	72	48	42	45	41	-1,3
Pp1s93_48V6	8701	9845	10545	20420	17144	20202	1,99
Pp1s93_49V6	31	53	141	79	64	51	-1,16
Pp1s93_4V6	113	88	174	199	65	198	1,23
Pp1s93_52V6	3156	3538	3325	3035	2561	2734	-1,2
Pp1s93_53V6	91	91	50	121	96	72	1,25
Pp1s93_54V6	23	76	35	39	23	25	-1,54
Pp1s93_56V6	15100	16877	13363	17070	11793	16217	-1,01
Pp1s93_57V6	3504	4232	3502	3304	3665	3337	-1,09
Pp1s93_58V6	892	1006	625	958	700	1076	1,08
Pp1s93_59V6	2383	2976	1643	1691	2429	1870	-1,17
Pp1s93_5V6	823	738	794	526	644	907	-1,13
Pp1s93_60V6	2944	3542	2650	1692	2236	2657	-1,39
Pp1s93_63V6	37	63	73	55	56	61	-1,01
Pp1s93_64V2	670	611	878	608	880	720	1,02
Pp1s93_64V6	934	807	1143	849	832	1028	-1,06
Pp1s93_65V6	1934	1873	1926	2420	2087	1999	1,13
Pp1s93_66V6	1202	2074	1309	1653	1458	1646	1,04
Pp1s93_67V6	6036	5355	6154	6271	5709	5344	-1,01
Pp1s93_68V6	73	48	84	137	119	72	1,6
Pp1s93_69V6	1185	1309	1588	1099	1844	1730	1,14
Pp1s93_70V6	2742	2836	2791	1874	2740	2047	-1,26
Pp1s93_71V6	222	770	492	443	657	385	1
Pp1s93_72V6	1697	2146	2194	1694	1845	2034	-1,08
Pp1s93_73V6	27288	25387	28372	27230	27913	24695	-1,02
Pp1s93_74V6	6306	5753	5440	5963	5358	5421	-1,05
Pp1s93_76V6	1413	1235	1188	908	1128	1233	-1,17
Pp1s93_77V6	2138	2267	2544	3223	3613	3436	1,48
Pp1s93_80V6	44	43	52	113	123	60	2,13
Pp1s93_81V6	4785	4444	4683	5306	5321	5350	1,15
Pp1s93_83V6	96	42	131	39	75	125	-1,13
Pp1s93_85V6	85	65	78	70	101	48	-1,04
Pp1s93_86V6	24909	25539	25890	26803	28742	30323	1,12
Pp1s93_89V6	1892	1825	1768	1979	2076	2007	1,11
Pp1s93_90V6	3981	4569	4220	5399	5118	5725	1,27
Pp1s93_96V2	2303	2281	2183	2027	2474	2278	1
Pp1s93_96V6	5901	5537	4432	5532	4964	5680	1,02
Pp1s93_98V6	2167	2151	2295	1272	1296	1321	-1,7
Pp1s93_99V6	68	64	82	75	52	65	-1,11
Pp1s93_9V6	25	72	67	62	32	37	-1,25
Pp1s941_1V6	50	43	37	36	33	36	-1,24
Pp1s9463_1V6	48	32	57	49	44	33	-1,09
Pp1s9470_1V6	64	46	48	43	52	43	-1,14
Pp1s9485_1V6	30	47	55	40	43	37	-1,1
Pp1s9495_1V6	46	87	30	45	64	33	-1,15
Pp1s94_101V6	302	494	292	319	401	319	-1,05
Pp1s94_102V6	64	55	52	25	30	33	-1,94
Pp1s94_105V6	3177	3459	3380	2184	2231	2582	-1,43
Pp1s94_106V6	5530	6701	6318	6006	6491	6600	1,03
Pp1s94_108V6	53	66	29	50	51	34	-1,1
Pp1s94_113V6	16652	16303	14601	15623	13648	18141	-1
Pp1s94_114V6	3316	3745	3089	3939	3479	3630	1,09
Pp1s94_117V6	7119	6402	7236	7660	7947	7844	1,13
Pp1s94_119V6	33	29	37	55	26	37	1,19
Pp1s94_120V6	1538	1601	1636	1386	1466	1580	-1,08
Pp1s94_121V6	269	581	363	373	437	258	-1,14
Pp1s94_122V6	775	1164	648	933	875	1079	1,12
Pp1s94_124V6	72	94	73	94	86	65	1,03
Pp1s94_128V6	47	74	24	57	58	50	1,14
Pp1s94_129V6	154	34	55	223	158	160	2,23
Pp1s94_130V6	43	40	70	87	71	130	1,88
